id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
3837,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3838,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3839,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
3840,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
3841,1,2,0,0,0,1,0.17,0,1,1.0,3,1,0.0,6,0,17.51,5.0,437.85,0.03,23,0.2,24.32,87.57,1.0,0,0,4,0.13,10,13,7,7,8,0.0,6,False
3842,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
3843,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,0.0,2,False
3844,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3845,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3846,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
3847,1,1,0,0,0,1,0.25,0,1,1.0,2,1,0.0,4,0,10.24,7.0,501.89,0.02,20,0.14,27.88,71.7,1.0,0,0,3,0.17,7,13,4,8,6,0.0,4,False
3848,5,1,0,0,8,3,0.21,4,2,0.0,10,1,0.0,14,0,27.33,6.75,1245.22,0.06,42,0.15,69.18,184.48,0.0,2,4,9,0.16,18,24,12,9,19,0.0,14,False
3849,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.14,2,4,2,4,7,0.0,2,False
3850,1,1,0,0,0,1,0.25,0,1,1.0,2,1,0.0,4,0,10.24,7.0,501.89,0.02,20,0.14,27.88,71.7,1.0,0,0,3,0.17,7,13,4,8,6,0.0,4,False
3851,7,6,1,6,12,4,0.36,6,3,0.0,18,1,0.0,10,0,18.31,21.0,8074.56,0.13,85,0.05,448.59,384.5,0.0,3,6,16,0.19,27,58,9,14,21,41.18,11,False
3852,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,3,0.5,4,6,4,5,2,0.0,0,False
3853,8,0,0,0,0,7,0.41,0,1,0.0,15,1,0.0,17,0,31.08,5.38,901.23,0.06,37,0.19,50.07,167.37,0.0,0,0,10,0.37,14,23,13,10,19,0.0,17,False
3854,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,3,0.25,1,5,1,5,4,0.0,2,False
3855,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,0,0,3,0.5,1,6,1,6,2,0.0,0,False
3856,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,1,0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,1.0,0,0,2,0.33,3,0,1,0,3,0.0,1,False
3857,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,1.0,0,0,2,0.5,5,11,3,8,2,0.0,0,False
3858,3,0,0,0,6,2,1.0,2,1,0.0,5,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0.0,2,3,5,2.0,2,4,2,4,1,0.0,0,False
3859,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.5,2,5,2,5,2,0.0,0,False
3860,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
3861,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,0.5,0,0,0,0,2,0.0,0,False
3862,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
3863,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.86,3.5,84.0,0.01,8,0.29,4.67,24.0,1.0,0,0,3,1.0,1,7,1,7,1,0.0,0,False
3864,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
3865,9,1,0,6,14,5,0.5,6,4,0.0,14,4,0.0,10,0,9.32,19.6,3580.15,0.06,43,0.05,198.9,182.66,0.0,4,7,11,0.26,14,29,5,14,19,37.5,10,False
3866,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,3,0.5,4,6,4,5,2,0.0,0,False
3867,3,1,0,0,4,2,1.0,2,2,1.0,5,1,0.0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0.0,1,2,5,2.0,2,5,2,5,1,0.0,0,False
3868,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3869,5,4,0,0,8,3,0.43,4,2,0.0,13,1,0.0,7,0,11.89,13.13,2048.55,0.05,35,0.08,113.81,156.08,0.0,2,4,12,0.33,15,20,8,14,9,0.0,7,False
3870,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.5,2,4,2,4,2,0.0,0,False
3871,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3872,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1.0,0,0,2,0.2,2,6,2,5,5,0.0,2,False
3873,3,2,0,0,4,2,0.5,2,2,1.0,6,1,0.0,4,0,13.67,6.0,492.27,0.03,21,0.17,27.35,82.04,0.0,1,2,6,0.33,6,15,5,10,6,0.0,4,False
3874,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,8.0,1.0,8.0,0.0,4,1.0,0.44,8.0,1.0,0,0,2,0.25,2,2,2,2,4,0.0,2,False
3875,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3876,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,12.68,2.5,79.25,0.01,10,0.4,4.4,31.7,1.0,0,0,3,0.5,4,6,4,5,2,0.0,0,False
3877,1,3,0,0,0,1,1.0,0,1,1.0,4,1,0.0,0,0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1.0,0,0,5,0.5,3,12,2,8,2,0.0,0,False
3878,3,2,4,1,4,2,0.14,2,1,0.0,9,1,0.0,10,0,22.65,12.38,3474.36,0.09,59,0.08,193.02,280.54,0.0,1,2,9,0.1,23,36,13,14,21,33.33,14,False
3879,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.33,1,3,1,3,3,0.0,0,False
3880,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,1,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.5,2,3,2,3,2,0.0,1,False
3881,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,2,1.0,2,5,2,5,1,0.0,0,False
3882,3,4,0,0,4,2,0.4,2,2,1.0,8,1,0.0,5,0,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,0.0,1,2,8,0.29,7,12,6,7,7,0.0,5,False
3883,1,0,0,0,0,1,0.33,0,1,1.0,3,1,0.0,3,0,10.34,2.0,41.36,0.01,8,0.5,2.3,20.68,1.0,0,0,4,0.2,2,6,2,4,5,0.0,3,False
3884,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,1.0,0,0,0,0,1,0.0,0,False
3885,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1.0,0,0,2,0.2,2,6,2,5,5,0.0,2,False
3886,5,6,0,3,8,1,0.07,4,1,1.0,16,1,0.0,15,0,32.04,6.6,1396.03,0.07,45,0.15,77.56,211.52,1.0,2,4,15,0.04,18,27,15,11,23,16.67,15,False
3887,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
3888,3,1,2,2,4,2,0.4,2,2,1.0,5,1,0.0,3,0,7.17,12.0,1032.47,0.03,24,0.08,57.36,86.04,0.0,1,2,5,0.22,8,16,3,9,9,57.14,5,False
3889,1,0,0,10,0,1,0.11,0,1,1.0,1,1,0.0,9,0,86.0,1.6,220.17,0.05,33,0.63,12.23,137.61,1.0,0,0,2,0.03,16,17,15,3,32,52.63,9,False
3890,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3891,1,1,0,1,0,1,0.14,0,1,1.0,4,1,0.0,7,0,13.45,11.0,1628.0,0.05,37,0.09,90.44,148.0,1.0,0,0,5,0.08,10,27,5,11,12,12.5,7,False
3892,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False
3893,3,0,2,0,4,2,0.5,2,1,0.0,5,1,0.0,2,0,8.72,4.0,139.48,0.01,11,0.25,7.75,34.87,0.0,1,2,5,0.29,4,7,3,6,7,50.0,4,False
3894,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3895,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.33,1,3,1,3,3,0.0,0,False
3896,3,4,0,0,4,2,0.17,2,1,0.0,10,1,0.0,12,0,24.53,5.06,626.89,0.04,31,0.2,34.83,124.0,0.0,1,2,10,0.13,13,18,9,7,15,0.0,12,False
3897,1,1,0,0,0,1,0.33,0,1,1.0,2,1,0.0,3,0,10.8,2.5,67.5,0.01,9,0.4,3.75,27.0,1.0,0,0,3,0.2,3,6,3,5,5,0.0,3,False
3898,3,1,5,0,0,2,0.2,0,2,1.0,6,1,0.0,5,0,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,0.0,0,0,6,0.14,9,13,6,8,14,50.0,10,False
3899,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
3900,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
3901,1,3,0,0,0,1,1.0,0,1,1.0,4,1,0.0,0,0,8.3,6.0,298.97,0.02,15,0.17,16.61,49.83,1.0,0,0,5,0.5,3,12,2,8,2,0.0,0,False
3902,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False
3903,27,12,5,19,48,14,0.15,22,10,0.0,75,9,0.0,87,0,55.77,42.89,102612.33,0.8,389,0.02,5700.68,2392.25,0.0,13,24,63,0.11,168,221,47,24,126,21.62,92,False
3904,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,False
3905,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
3906,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
3907,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,18.5,4.0,296.04,0.02,20,0.25,16.45,74.01,1.0,0,0,3,0.06,5,15,5,8,17,0.0,2,False
3908,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
3909,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
3910,3,0,2,0,4,2,0.5,2,1,0.0,5,1,0.0,2,0,8.72,4.0,139.48,0.01,11,0.25,7.75,34.87,0.0,1,2,5,0.29,4,7,3,6,7,50.0,4,False
3911,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,1.0,1,5,1,5,1,0.0,0,False
3912,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
3913,1,0,0,0,0,1,0.11,0,1,1.0,1,1,0.0,9,3,34.6,7.71,2058.87,0.09,59,0.13,114.38,266.89,1.0,0,0,2,0.06,24,35,14,9,17,0.0,9,False
3914,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
3915,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,3,0.5,2,5,2,5,2,0.0,0,False
3916,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False
3917,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,0,0,3,0.5,1,6,1,6,2,0.0,0,False
3918,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3919,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3920,1,0,4,1,0,1,0.07,0,1,1.0,1,1,0.0,11,0,33.7,8.91,2674.82,0.1,72,0.11,148.6,300.23,1.0,0,0,2,0.05,28,44,11,7,22,31.25,15,False
3921,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,3,0.0,0.0,4.75,1.0,0,0,2,1.0,0,3,0,3,1,0.0,0,False
3922,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,0.5,0,0,0,0,2,0.0,0,False
3923,3,1,0,0,4,2,1.0,2,2,1.0,6,1,0.0,0,0,6.69,7.5,376.42,0.02,14,0.13,20.91,50.19,0.0,1,2,6,1.0,5,9,3,9,2,0.0,0,False
3924,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.25,2,3,2,3,4,0.0,2,False
3925,1,2,0,1,0,1,0.17,0,1,1.0,3,1,0.0,6,0,20.58,10.5,2269.01,0.07,50,0.1,126.06,216.1,1.0,0,0,4,0.1,14,36,8,12,10,14.29,6,False
3926,1,1,1,0,0,1,0.5,0,1,1.0,2,1,0.0,1,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.25,3,4,3,4,4,50.0,2,False
3927,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,1.0,0,0,0,0,1,0.0,0,False
3928,3,0,2,0,4,2,0.18,2,1,0.0,6,1,0.0,9,1,12.13,11.0,1467.81,0.04,32,0.09,81.55,133.44,0.0,1,2,6,0.13,11,21,6,12,15,18.18,11,False
3929,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,1.0,0,0,2,0.5,5,11,3,8,2,0.0,0,False
3930,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3931,3,1,0,0,4,2,1.0,2,2,1.0,5,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0.0,1,2,5,2.0,2,4,2,4,1,0.0,0,False
3932,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
3933,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
3934,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
3935,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,1,11.86,3.5,145.3,0.01,12,0.29,8.07,41.51,1.0,0,0,3,0.25,4,8,4,7,4,0.0,2,False
3936,1,1,2,4,0,1,0.03,0,1,1.0,6,1,0.0,36,0,96.51,10.29,10209.86,0.33,192,0.1,567.21,992.63,1.0,0,0,7,0.02,72,120,28,8,58,14.29,38,False
3937,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,0,0,3,1.0,1,6,1,6,1,0.0,0,False
3938,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
3939,1,1,0,0,0,1,0.25,0,1,1.0,2,1,0.0,4,0,10.24,7.0,501.89,0.02,20,0.14,27.88,71.7,1.0,0,0,3,0.17,7,13,4,8,6,0.0,4,False
3940,5,6,0,2,8,3,0.15,4,2,0.0,15,1,0.0,20,0,49.38,8.48,3549.72,0.14,83,0.12,197.21,418.68,0.0,2,4,14,0.1,39,44,23,10,29,9.09,20,False
3941,1,1,0,0,0,1,0.33,0,1,1.0,2,1,0.0,3,0,9.0,3.33,100.0,0.01,10,0.3,5.56,30.0,1.0,0,0,3,0.2,4,6,3,5,5,0.0,3,False
3942,1,6,0,23,0,1,0.08,0,1,1.0,7,1,0.0,12,0,68.52,2.5,428.25,0.06,39,0.4,23.79,171.3,1.0,0,0,8,0.02,16,23,16,5,51,65.71,12,False
3943,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3944,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,3,0.33,1,5,1,5,3,0.0,2,False
3945,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
3946,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
3947,3,1,0,0,4,2,0.4,2,1,0.0,6,1,0.0,5,0,12.12,6.6,528.0,0.03,20,0.15,29.33,80.0,0.0,1,2,6,0.29,6,14,5,11,7,0.0,5,False
3948,23,3,3,48,38,12,0.23,18,5,0.0,46,6,0.0,50,0,22.06,40.8,36720.0,0.3,180,0.02,2040.0,900.0,0.0,10,19,36,0.1,72,108,15,17,123,50.5,53,False
3949,1,0,0,0,0,1,0.08,0,1,1.0,1,1,0.0,13,3,36.96,12.22,5521.91,0.15,93,0.08,306.77,451.79,1.0,0,0,2,0.05,40,53,18,11,21,0.0,13,False
3950,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3951,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3952,3,2,0,0,4,2,0.4,2,2,1.0,7,1,0.0,5,0,15.36,3.5,188.21,0.02,15,0.29,10.46,53.77,0.0,1,2,7,0.29,5,10,5,7,7,0.0,5,False
3953,3,0,0,0,4,2,1.0,2,1,0.0,6,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,6,1.0,0,0,0,0,2,0.0,0,False
3954,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,8.15,3.5,99.85,0.01,9,0.29,5.55,28.53,1.0,0,0,3,0.25,2,7,2,7,4,0.0,2,False
3955,5,2,0,3,8,3,0.16,4,3,1.0,13,1,0.0,19,0,19.18,21.27,8680.58,0.14,89,0.05,482.25,408.06,0.0,2,4,12,0.11,36,53,11,13,27,13.64,19,False
3956,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
3957,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.25,2,3,2,3,4,0.0,2,False
3958,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.5,2,3,2,3,2,0.0,0,False
3959,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,3,0.5,4,7,4,6,2,0.0,0,False
3960,5,12,0,2,8,3,0.1,4,2,0.0,26,1,0.0,31,0,71.8,13.64,13361.04,0.33,171,0.07,742.28,979.47,0.0,2,4,25,0.08,76,95,39,14,40,6.06,31,False
3961,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
3962,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,3,0.5,4,7,4,6,2,0.0,0,False
3963,5,5,2,4,8,3,0.07,4,2,0.0,31,3,1.0,39,0,55.48,19.5,21096.95,0.36,197,0.05,1172.05,1081.9,1.0,2,4,30,0.05,96,101,32,13,60,13.33,41,True
3964,3,6,0,0,4,2,0.25,2,1,0.0,11,1,0.0,8,0,15.07,9.75,1432.72,0.05,34,0.1,79.6,146.95,0.0,1,2,11,0.18,13,21,8,12,11,0.0,8,False
3965,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
3966,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,6.2,2.5,38.77,0.01,6,0.4,2.15,15.51,1.0,0,0,2,1.0,1,5,1,5,1,0.0,0,False
3967,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.86,3.5,84.0,0.01,8,0.29,4.67,24.0,1.0,0,0,3,1.0,1,7,1,7,1,0.0,0,False
3968,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,3,0.25,1,3,1,3,4,0.0,2,False
3969,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
