id,loc,vg,evg,ivg,n,v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,lOCodeAndComment,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects
3102,16.0,6.0,1.0,1.0,74.0,325.03,0.06,16.82,19.33,5466.44,0.11,303.69,16.0,0.0,0.0,3.0,10.0,11.0,37.0,37.0,11.0,False
3103,4.0,2.0,1.0,2.0,9.0,28.53,0.33,3.0,9.51,85.59,0.01,4.75,4.0,0.0,0.0,0.0,6.0,3.0,6.0,3.0,3.0,False
3104,51.0,12.0,10.0,9.0,272.0,1644.08,0.03,29.75,55.26,48911.24,0.55,2717.29,50.0,1.0,1.0,5.0,22.0,44.0,153.0,119.0,23.0,False
3105,60.0,13.0,12.0,2.0,213.0,1287.46,0.03,28.96,44.45,37289.12,0.43,2071.62,56.0,4.0,4.0,30.0,25.0,41.0,118.0,95.0,25.0,False
3106,77.0,12.0,1.0,7.0,393.0,2532.08,0.02,53.47,47.35,135395.77,0.84,7521.99,71.0,20.0,6.0,21.0,33.0,54.0,218.0,175.0,20.0,False
3107,23.0,6.0,1.0,1.0,141.0,765.1,0.03,30.07,25.45,23005.27,0.26,1278.07,21.0,9.0,2.0,13.0,21.0,22.0,78.0,63.0,11.0,False
3108,18.0,3.0,3.0,2.0,83.0,444.68,0.07,13.7,32.47,6090.14,0.15,338.34,18.0,10.0,0.0,8.0,18.0,23.0,48.0,35.0,5.0,False
3109,19.0,5.0,1.0,4.0,58.0,284.6,0.13,8.0,35.57,2276.8,0.09,126.49,17.0,9.0,2.0,6.0,12.0,18.0,34.0,24.0,9.0,False
3110,27.0,6.0,1.0,5.0,185.0,1079.08,0.04,24.5,44.04,26437.57,0.36,1468.75,27.0,6.0,0.0,9.0,21.0,36.0,101.0,84.0,11.0,False
3111,12.0,3.0,1.0,3.0,22.0,85.95,0.22,4.5,19.1,386.78,0.03,21.49,11.0,0.0,1.0,5.0,9.0,6.0,16.0,6.0,4.0,False
3112,30.0,6.0,1.0,3.0,129.0,691.12,0.06,16.07,43.0,11109.18,0.23,617.18,27.0,5.0,3.0,13.0,14.0,27.0,67.0,62.0,11.0,False
3113,89.0,20.0,12.0,10.0,337.0,2198.44,0.04,23.83,92.24,52396.16,0.73,2910.9,87.0,35.0,2.0,27.0,23.0,69.0,194.0,143.0,39.0,False
3114,10.0,5.0,1.0,2.0,66.0,320.63,0.04,23.38,13.72,7494.65,0.11,416.37,9.0,3.0,1.0,2.0,17.0,12.0,33.0,33.0,9.0,False
3115,6.0,1.0,1.0,1.0,19.0,68.11,0.31,3.21,21.19,218.94,0.02,12.16,6.0,0.0,0.0,0.0,5.0,7.0,10.0,9.0,1.0,False
3116,50.0,19.0,11.0,12.0,294.0,1757.32,0.03,36.22,48.52,63649.28,0.59,3536.07,46.0,0.0,4.0,3.0,22.0,41.0,159.0,135.0,37.0,False
3117,11.0,1.0,1.0,1.0,55.0,220.0,0.22,4.5,48.89,990.0,0.07,55.0,11.0,0.0,0.0,4.0,4.0,12.0,28.0,27.0,1.0,False
3118,11.0,2.0,1.0,2.0,24.0,86.04,0.35,2.86,30.11,245.83,0.03,13.66,10.0,7.0,1.0,6.0,5.0,7.0,16.0,8.0,3.0,False
3119,5.0,1.0,1.0,1.0,23.0,94.01,0.2,5.06,18.57,475.93,0.03,26.44,5.0,1.0,0.0,4.0,9.0,8.0,14.0,9.0,1.0,False
3120,122.0,15.0,1.0,2.0,532.0,3503.2,0.02,60.25,58.14,211067.8,1.17,11725.99,120.0,0.0,2.0,18.0,32.0,64.0,291.0,241.0,17.0,False
3121,39.0,6.0,3.0,4.0,133.0,779.11,0.06,15.89,49.03,12381.56,0.26,687.86,39.0,11.0,0.0,8.0,21.0,37.0,77.0,56.0,11.0,False
3122,3.0,1.0,1.0,1.0,7.0,19.65,0.5,2.0,9.83,39.3,0.01,2.18,3.0,3.0,0.0,1.0,4.0,3.0,4.0,3.0,1.0,False
3123,27.0,5.0,1.0,3.0,142.0,728.36,0.04,22.33,32.61,16266.67,0.24,903.7,27.0,3.0,0.0,12.0,14.0,21.0,75.0,67.0,9.0,False
3124,12.0,3.0,1.0,3.0,22.0,85.95,0.22,4.5,19.1,386.78,0.03,21.49,9.0,2.0,3.0,5.0,9.0,6.0,16.0,6.0,4.0,False
3125,5.0,1.0,1.0,1.0,25.0,100.0,0.14,7.07,14.14,707.14,0.03,39.29,5.0,0.0,0.0,1.0,9.0,7.0,14.0,11.0,1.0,False
3126,130.0,31.0,23.0,13.0,560.0,3775.22,0.02,42.69,88.43,161178.36,1.26,8954.35,126.0,60.0,4.0,32.0,27.0,80.0,307.0,253.0,61.0,False
3127,84.0,14.0,9.0,8.0,295.0,1996.61,0.03,30.58,65.3,61049.26,0.67,3391.63,83.0,16.0,1.0,17.0,37.0,72.0,176.0,119.0,24.0,False
3128,42.0,2.0,1.0,2.0,471.0,2867.19,0.04,28.52,100.54,81768.15,0.96,4542.68,42.0,2.0,0.0,3.0,14.0,54.0,251.0,220.0,3.0,False
3129,24.0,6.0,4.0,4.0,111.0,569.35,0.05,19.5,29.2,11102.33,0.19,616.8,24.0,3.0,0.0,4.0,15.0,20.0,59.0,52.0,11.0,False
3130,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,4.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,False
3131,12.0,7.0,1.0,4.0,84.0,423.73,0.09,10.86,39.03,4600.49,0.14,255.58,12.0,0.0,0.0,0.0,12.0,21.0,46.0,38.0,13.0,False
3132,17.0,3.0,1.0,3.0,63.0,315.0,0.1,9.72,32.4,3062.5,0.11,170.14,17.0,0.0,0.0,9.0,14.0,18.0,38.0,25.0,5.0,False
3133,118.0,21.0,14.0,10.0,440.0,2942.06,0.04,22.73,129.41,66879.33,0.98,3715.52,101.0,38.0,17.0,29.0,19.0,84.0,239.0,201.0,41.0,False
3134,9.0,2.0,1.0,2.0,18.0,59.79,0.33,3.0,19.93,179.38,0.02,9.97,8.0,5.0,1.0,6.0,5.0,5.0,12.0,6.0,3.0,False
3135,39.0,6.0,3.0,4.0,133.0,779.11,0.06,15.89,49.03,12381.56,0.26,687.86,39.0,11.0,0.0,8.0,21.0,37.0,77.0,56.0,11.0,False
3136,5.0,1.0,1.0,1.0,17.0,62.91,0.24,4.08,15.41,256.87,0.02,14.27,5.0,9.0,0.0,3.0,7.0,6.0,10.0,7.0,1.0,False
3137,69.0,11.0,1.0,7.0,270.0,1785.97,0.04,22.5,79.38,40184.36,0.6,2232.46,60.0,8.0,9.0,31.0,30.0,68.0,168.0,102.0,18.0,False
3138,67.0,11.0,5.0,4.0,284.0,1774.41,0.04,28.21,62.91,50051.79,0.59,2780.66,64.0,33.0,3.0,13.0,23.0,53.0,154.0,130.0,21.0,False
3139,5.0,1.0,1.0,1.0,21.0,84.0,0.22,4.5,18.67,378.0,0.03,21.0,5.0,2.0,0.0,2.0,8.0,8.0,12.0,9.0,1.0,False
3140,4.0,2.0,1.0,1.0,14.0,48.43,0.16,6.13,7.91,296.65,0.02,16.48,4.0,0.0,0.0,0.0,7.0,4.0,7.0,7.0,3.0,False
3141,28.0,4.0,1.0,2.0,108.0,519.19,0.05,19.13,27.15,9929.59,0.17,551.64,26.0,7.0,2.0,6.0,12.0,16.0,57.0,51.0,7.0,False
3142,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,False
3143,6.0,2.0,1.0,2.0,17.0,64.73,0.21,4.67,13.87,302.05,0.02,16.78,5.0,3.0,1.0,2.0,8.0,6.0,10.0,7.0,3.0,False
3144,34.0,6.0,6.0,6.0,176.0,1026.58,0.06,17.0,60.39,17452.01,0.34,969.56,34.0,5.0,0.0,19.0,19.0,38.0,108.0,68.0,11.0,False
3145,63.0,20.0,13.0,2.0,375.0,2363.92,0.02,43.1,54.85,101875.76,0.79,5659.76,60.0,26.0,3.0,31.0,27.0,52.0,209.0,166.0,39.0,False
3146,22.0,4.0,1.0,2.0,103.0,555.41,0.05,20.91,26.56,11613.09,0.19,645.17,21.0,11.0,1.0,9.0,20.0,22.0,57.0,46.0,7.0,False
3147,11.0,2.0,1.0,1.0,63.0,312.11,0.06,16.39,19.04,5116.45,0.1,284.25,11.0,7.0,0.0,4.0,17.0,14.0,36.0,27.0,3.0,False
3148,49.0,6.0,3.0,4.0,254.0,1535.28,0.03,31.02,49.49,47629.26,0.51,2646.07,49.0,30.0,0.0,20.0,23.0,43.0,138.0,116.0,11.0,False
3149,8.0,2.0,1.0,2.0,32.0,130.8,0.15,6.67,19.62,871.99,0.04,48.44,8.0,1.0,0.0,2.0,8.0,9.0,17.0,15.0,3.0,False
3150,13.0,3.0,1.0,1.0,84.0,416.15,0.05,18.67,22.29,7768.18,0.14,431.57,13.0,0.0,0.0,2.0,16.0,15.0,49.0,35.0,5.0,False
3151,20.0,2.0,1.0,2.0,51.0,245.18,0.13,7.44,32.95,1824.39,0.08,101.36,20.0,0.0,0.0,2.0,11.0,17.0,28.0,23.0,3.0,False
3152,12.0,2.0,1.0,2.0,46.0,184.0,0.09,11.0,16.73,2024.0,0.06,112.44,12.0,0.0,0.0,0.0,8.0,8.0,24.0,22.0,3.0,False
3153,4.0,2.0,1.0,2.0,25.0,102.19,0.12,8.4,12.17,858.37,0.03,47.69,4.0,0.0,0.0,0.0,12.0,5.0,18.0,7.0,3.0,False
3154,5.0,2.0,1.0,2.0,17.0,64.73,0.21,4.67,13.87,302.05,0.02,16.78,4.0,0.0,1.0,1.0,8.0,6.0,10.0,7.0,3.0,False
3155,29.0,9.0,9.0,5.0,136.0,723.78,0.07,15.35,47.16,11107.27,0.24,617.07,29.0,2.0,0.0,15.0,14.0,26.0,79.0,57.0,17.0,False
3156,76.0,21.0,3.0,2.0,331.0,2121.51,0.03,30.42,69.75,64529.21,0.71,3584.96,73.0,35.0,3.0,122.0,25.0,60.0,185.0,146.0,41.0,False
3157,45.0,11.0,8.0,3.0,203.0,1227.01,0.04,27.74,44.23,34042.1,0.41,1891.23,43.0,20.0,2.0,24.0,25.0,41.0,112.0,91.0,21.0,False
3158,18.0,3.0,3.0,2.0,83.0,444.68,0.07,13.7,32.47,6090.14,0.15,338.34,18.0,10.0,0.0,8.0,18.0,23.0,48.0,35.0,5.0,False
3159,12.0,1.0,1.0,1.0,61.0,249.34,0.22,4.62,54.02,1150.78,0.08,63.93,12.0,0.0,0.0,5.0,4.0,13.0,31.0,30.0,1.0,False
3160,28.0,7.0,3.0,2.0,177.0,948.29,0.02,41.68,22.75,39528.58,0.32,2196.03,26.0,9.0,2.0,8.0,22.0,19.0,105.0,72.0,13.0,False
3161,20.0,2.0,1.0,2.0,53.0,254.79,0.13,7.76,32.81,1978.37,0.08,109.91,20.0,0.0,0.0,2.0,11.0,17.0,29.0,24.0,3.0,False
3162,22.0,1.0,1.0,1.0,144.0,786.16,0.06,16.0,49.13,12578.53,0.26,698.81,22.0,22.0,0.0,11.0,16.0,28.0,88.0,56.0,1.0,False
3163,8.0,2.0,1.0,2.0,25.0,95.18,0.18,5.5,17.31,523.51,0.03,29.08,7.0,0.0,1.0,1.0,7.0,7.0,14.0,11.0,3.0,False
3164,12.0,2.0,1.0,1.0,31.0,114.71,0.17,6.0,19.12,688.28,0.04,38.24,11.0,0.0,1.0,1.0,6.0,7.0,17.0,14.0,3.0,False
3165,4.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,4.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,False
3166,46.0,14.0,7.0,11.0,221.0,1315.88,0.02,42.62,30.87,56084.29,0.44,3115.79,45.0,1.0,1.0,13.0,29.0,33.0,124.0,97.0,26.0,False
3167,17.0,3.0,1.0,3.0,73.0,374.44,0.08,12.63,29.64,4729.74,0.12,262.76,17.0,0.0,0.0,10.0,16.0,19.0,43.0,30.0,5.0,False
3168,76.0,16.0,3.0,4.0,466.0,2994.64,0.02,44.63,67.09,133660.73,1.0,7425.6,73.0,22.0,3.0,41.0,26.0,60.0,260.0,206.0,31.0,False
3169,11.0,5.0,5.0,3.0,42.0,189.99,0.1,9.75,19.49,1852.4,0.06,102.91,10.0,3.0,1.0,6.0,13.0,10.0,27.0,15.0,9.0,False
3170,5.0,1.0,1.0,1.0,22.0,69.74,0.18,5.63,12.4,392.28,0.02,21.79,5.0,0.0,0.0,2.0,5.0,4.0,13.0,9.0,1.0,False
3171,22.0,3.0,3.0,2.0,107.0,591.02,0.07,14.79,39.97,8738.67,0.2,485.48,22.0,14.0,0.0,12.0,18.0,28.0,61.0,46.0,5.0,False
3172,39.0,6.0,3.0,4.0,133.0,779.11,0.06,15.89,49.03,12381.56,0.26,687.86,39.0,11.0,0.0,8.0,21.0,37.0,77.0,56.0,11.0,False
3173,29.0,9.0,9.0,5.0,136.0,723.78,0.07,15.35,47.16,11107.27,0.24,617.07,29.0,0.0,0.0,14.0,14.0,26.0,79.0,57.0,17.0,False
3174,14.0,2.0,1.0,1.0,50.0,226.18,0.1,10.08,22.43,2280.63,0.08,126.7,14.0,1.0,0.0,7.0,11.0,12.0,28.0,22.0,3.0,False
3175,14.0,3.0,3.0,2.0,39.0,181.11,0.12,8.67,20.9,1569.62,0.06,87.2,14.0,0.0,0.0,3.0,13.0,12.0,23.0,16.0,5.0,False
3176,14.0,1.0,1.0,1.0,81.0,393.5,0.1,10.24,38.45,4027.55,0.13,223.75,14.0,13.0,0.0,4.0,12.0,17.0,52.0,29.0,1.0,False
3177,20.0,3.0,1.0,2.0,91.0,450.83,0.07,13.89,32.45,6264.19,0.15,348.01,19.0,0.0,1.0,0.0,12.0,19.0,47.0,44.0,5.0,False
3178,20.0,3.0,1.0,1.0,88.0,366.95,0.07,13.36,27.46,4903.83,0.12,272.44,17.0,0.0,3.0,7.0,7.0,11.0,46.0,42.0,5.0,False
3179,33.0,9.0,4.0,5.0,223.0,1338.0,0.03,39.36,34.0,52659.86,0.45,2925.55,28.0,1.0,5.0,1.0,29.0,35.0,128.0,95.0,15.0,False
3180,20.0,1.0,1.0,1.0,89.0,408.06,0.19,5.33,,,,,,,,,,,,,,
3181,1.1,1.4,1.4,1.4,1.3,1.3,1.3,1.3,1.3,1.3,1.3,1.3,2.0,2.0,2.0,2.0,1.2,1.2,1.2,1.2,1.4,False
3182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True
3183,24.0,5.0,1.0,3.0,63.0,309.13,0.11,9.5,32.54,2936.77,0.1,163.15,1.0,0.0,6.0,0.0,15.0,15.0,44.0,19.0,9.0,False
3184,20.0,4.0,4.0,2.0,47.0,215.49,0.06,16.0,13.47,3447.89,0.07,191.55,0.0,0.0,3.0,0.0,16.0,8.0,31.0,16.0,7.0,False
3185,24.0,6.0,6.0,2.0,72.0,346.13,0.06,17.33,19.97,5999.58,0.12,333.31,0.0,0.0,3.0,0.0,16.0,12.0,46.0,26.0,11.0,False
3186,24.0,6.0,6.0,2.0,72.0,346.13,0.06,17.33,19.97,5999.58,0.12,333.31,0.0,0.0,3.0,0.0,16.0,12.0,46.0,26.0,11.0,False
3187,7.0,1.0,1.0,1.0,11.0,34.87,0.5,2.0,17.43,69.74,0.01,3.87,0.0,0.0,1.0,0.0,4.0,5.0,6.0,5.0,1.0,False
3188,12.0,2.0,1.0,2.0,23.0,94.01,0.16,6.43,14.62,604.36,0.03,33.58,0.0,0.0,7.0,0.0,10.0,7.0,14.0,9.0,3.0,False
3189,25.0,5.0,5.0,5.0,107.0,548.83,0.07,14.25,38.51,7820.87,0.18,434.49,12.0,16.0,13.0,0.0,15.0,20.0,69.0,38.0,9.0,False
3190,46.0,15.0,3.0,1.0,239.0,1362.41,0.04,22.3,61.1,30377.95,0.45,1687.66,8.0,35.0,22.0,0.0,15.0,37.0,129.0,110.0,29.0,False
3191,34.0,5.0,5.0,1.0,155.0,856.15,0.05,20.76,41.24,17773.08,0.29,987.39,11.0,28.0,16.0,0.0,19.0,27.0,96.0,59.0,9.0,False
3192,10.0,2.0,1.0,1.0,35.0,143.06,0.11,9.0,15.9,1287.55,0.05,71.53,2.0,4.0,4.0,0.0,9.0,8.0,19.0,16.0,3.0,False
3193,23.0,7.0,5.0,1.0,157.0,770.38,0.04,28.12,27.4,21659.58,0.26,1203.31,10.0,17.0,23.0,0.0,17.0,13.0,114.0,43.0,13.0,False
3194,23.0,7.0,5.0,1.0,105.0,474.97,0.04,27.22,17.45,12929.85,0.16,718.32,10.0,17.0,23.0,0.0,14.0,9.0,70.0,35.0,13.0,False
3195,31.0,5.0,1.0,2.0,231.0,1303.73,0.04,27.5,47.41,35852.6,0.43,1991.81,2.0,15.0,40.0,0.0,22.0,28.0,161.0,70.0,9.0,False
3196,24.0,5.0,1.0,2.0,120.0,655.13,0.07,15.2,43.1,9958.0,0.22,553.22,3.0,20.0,23.0,0.0,19.0,25.0,80.0,40.0,9.0,False
3197,13.0,2.0,1.0,1.0,57.0,271.03,0.11,9.15,29.61,2480.95,0.09,137.83,6.0,5.0,8.0,0.0,14.0,13.0,40.0,17.0,3.0,False
3198,6.0,1.0,1.0,1.0,15.0,55.51,0.25,4.0,13.88,222.03,0.02,12.33,1.0,1.0,2.0,0.0,8.0,5.0,10.0,5.0,1.0,False
3199,33.0,2.0,1.0,2.0,135.0,745.68,0.09,11.65,64.01,8684.99,0.25,482.5,2.0,0.0,19.0,0.0,12.0,34.0,69.0,66.0,3.0,False
3200,6.0,1.0,1.0,1.0,15.0,55.51,0.25,4.0,13.88,222.03,0.02,12.33,1.0,1.0,0.0,0.0,8.0,5.0,10.0,5.0,1.0,False
3201,7.0,2.0,1.0,1.0,27.0,105.49,0.08,12.0,8.79,1265.83,0.04,70.32,0.0,0.0,1.0,0.0,10.0,5.0,15.0,12.0,3.0,False
3202,3.0,1.0,1.0,1.0,14.0,48.43,0.23,4.38,11.07,211.89,0.02,11.77,0.0,0.0,0.0,0.0,7.0,4.0,9.0,5.0,1.0,False
3203,7.0,1.0,1.0,1.0,29.0,110.41,0.21,4.88,22.65,538.26,0.04,29.9,0.0,0.0,0.0,0.0,6.0,8.0,16.0,13.0,1.0,False
3204,9.0,3.0,1.0,1.0,41.0,170.97,0.07,14.14,12.09,2417.96,0.06,134.33,0.0,0.0,1.0,0.0,11.0,7.0,23.0,18.0,5.0,False
3205,11.0,3.0,1.0,1.0,49.0,215.22,0.07,14.67,14.67,3156.61,0.07,175.37,0.0,0.0,1.0,0.0,12.0,9.0,27.0,22.0,5.0,False
3206,4.0,1.0,1.0,1.0,13.0,39.0,0.33,3.0,13.0,117.0,0.01,6.5,0.0,0.0,0.0,0.0,4.0,4.0,7.0,6.0,1.0,False
3207,3.0,1.0,1.0,1.0,7.0,19.65,0.4,2.5,7.86,49.13,0.01,2.73,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,False
3208,16.0,4.0,1.0,1.0,77.0,370.17,0.05,19.62,18.87,7260.95,0.12,403.39,11.0,30.0,7.0,0.0,15.0,13.0,43.0,34.0,7.0,False
3209,65.0,12.0,1.0,1.0,541.0,3327.01,0.02,42.02,79.18,139798.54,1.11,7766.59,5.0,95.0,33.0,0.0,19.0,52.0,311.0,230.0,23.0,False
3210,177.0,41.0,6.0,23.0,767.0,5580.79,0.02,54.82,101.81,305928.62,1.86,16996.03,63.0,31.0,134.0,0.0,45.0,110.0,499.0,268.0,60.0,False
3211,14.0,5.0,1.0,3.0,41.0,185.47,0.07,15.0,12.36,2781.99,0.06,154.56,4.0,5.0,9.0,0.0,15.0,8.0,25.0,16.0,8.0,False
3212,361.0,70.0,27.0,46.0,1844.0,15345.64,0.01,97.73,157.03,1499684.32,5.12,83315.8,37.0,191.0,164.0,0.0,69.0,251.0,1133.0,711.0,110.0,False
3213,76.0,13.0,7.0,10.0,298.0,1948.67,0.03,32.21,60.5,62767.66,0.65,3487.09,3.0,48.0,27.0,0.0,36.0,57.0,196.0,102.0,24.0,False
3214,31.0,1.0,1.0,1.0,461.0,2653.0,0.04,22.83,116.21,60566.12,0.88,3364.78,0.0,10.0,4.0,0.0,13.0,41.0,317.0,144.0,1.0,False
3215,20.0,3.0,1.0,3.0,71.0,351.75,0.1,10.29,34.17,3620.93,0.12,201.16,0.0,0.0,5.0,0.0,14.0,17.0,46.0,25.0,5.0,False
3216,27.0,5.0,3.0,3.0,108.0,540.0,0.05,21.86,24.71,11802.86,0.18,655.71,4.0,5.0,7.0,0.0,18.0,14.0,74.0,34.0,9.0,False
3217,15.0,3.0,1.0,3.0,52.0,260.0,0.14,7.18,36.19,1867.89,0.09,103.77,2.0,24.0,16.0,0.0,13.0,19.0,31.0,21.0,5.0,False
3218,13.0,4.0,1.0,4.0,59.0,295.0,0.09,11.03,26.75,3253.68,0.1,180.76,3.0,8.0,15.0,0.0,15.0,17.0,34.0,25.0,7.0,False
3219,32.0,6.0,1.0,6.0,123.0,686.95,0.08,12.89,53.31,8852.8,0.23,491.82,5.0,44.0,42.0,0.0,17.0,31.0,76.0,47.0,11.0,False
3220,25.0,3.0,1.0,3.0,120.0,684.05,0.07,14.11,48.49,9649.29,0.23,536.07,2.0,16.0,19.0,0.0,19.0,33.0,71.0,49.0,5.0,False
3221,22.0,4.0,4.0,4.0,75.0,381.56,0.07,13.42,28.43,5120.93,0.13,284.5,5.0,10.0,19.0,0.0,15.0,19.0,41.0,34.0,7.0,False
3222,28.0,6.0,1.0,4.0,128.0,707.02,0.04,23.1,30.61,16332.07,0.24,907.34,5.0,19.0,15.0,0.0,21.0,25.0,73.0,55.0,11.0,False
3223,18.0,2.0,1.0,2.0,122.0,625.77,0.04,24.42,25.62,15282.02,0.21,849.0,3.0,18.0,13.0,0.0,16.0,19.0,64.0,58.0,3.0,False
3224,24.0,5.0,1.0,3.0,197.0,1075.51,0.03,39.72,27.08,42716.37,0.36,2373.13,2.0,20.0,14.0,0.0,21.0,23.0,110.0,87.0,9.0,False
3225,62.0,9.0,4.0,6.0,310.0,2002.42,0.05,21.19,94.51,42426.35,0.67,2357.02,5.0,32.0,26.0,0.0,24.0,64.0,197.0,113.0,17.0,False
3226,65.0,12.0,3.0,8.0,263.0,1653.06,0.07,15.19,108.84,25107.55,0.55,1394.86,0.0,34.0,17.0,0.0,17.0,61.0,154.0,109.0,23.0,False
3227,8.0,1.0,1.0,1.0,49.0,181.32,0.14,7.0,25.9,1269.25,0.06,70.51,0.0,3.0,3.0,0.0,7.0,6.0,37.0,12.0,1.0,False
3228,18.0,4.0,1.0,4.0,80.0,428.6,0.13,7.89,54.3,3382.91,0.14,187.94,2.0,2.0,12.0,0.0,13.0,28.0,46.0,34.0,7.0,False
3229,6.0,1.0,1.0,1.0,11.0,30.88,0.38,2.67,11.58,82.35,0.01,4.57,1.0,2.0,0.0,0.0,4.0,3.0,7.0,4.0,1.0,False
3230,48.0,7.0,1.0,7.0,250.0,1626.95,0.07,14.23,114.37,23143.92,0.54,1285.77,4.0,28.0,39.0,0.0,20.0,71.0,149.0,101.0,13.0,False
3231,127.0,10.0,1.0,10.0,737.0,5334.7,0.04,24.9,214.24,132838.37,1.78,7379.91,4.0,31.0,77.0,0.0,25.0,126.0,486.0,251.0,19.0,False
3232,21.0,4.0,1.0,4.0,77.0,391.73,0.13,7.64,51.3,2991.43,0.13,166.19,0.0,23.0,55.0,0.0,12.0,22.0,49.0,28.0,7.0,False
3233,32.0,2.0,1.0,2.0,214.0,1284.0,0.05,18.78,68.36,24116.87,0.43,1339.83,1.0,8.0,12.0,0.0,18.0,46.0,118.0,96.0,3.0,False
3234,41.0,6.0,1.0,5.0,169.0,985.76,0.06,17.21,57.28,16963.26,0.33,942.4,3.0,47.0,40.0,0.0,21.0,36.0,110.0,59.0,11.0,False
3235,23.0,5.0,1.0,5.0,51.0,236.84,0.13,7.85,30.19,1858.26,0.08,103.24,1.0,20.0,13.0,0.0,12.0,13.0,34.0,17.0,9.0,False
3236,8.0,2.0,1.0,1.0,36.0,158.12,0.18,5.5,28.75,869.68,0.05,48.32,0.0,6.0,7.0,0.0,11.0,10.0,26.0,10.0,3.0,False
3237,25.0,4.0,1.0,1.0,95.0,475.0,0.07,15.0,31.67,7125.0,0.16,395.83,0.0,8.0,7.0,0.0,16.0,16.0,65.0,30.0,7.0,False
3238,8.0,2.0,1.0,1.0,12.0,39.86,0.27,3.75,10.63,149.49,0.01,8.3,1.0,6.0,3.0,0.0,6.0,4.0,7.0,5.0,3.0,False
3239,17.0,3.0,1.0,3.0,102.0,535.29,0.07,14.57,36.74,7799.92,0.18,433.33,2.0,2.0,9.0,0.0,17.0,21.0,66.0,36.0,5.0,False
3240,38.0,5.0,1.0,5.0,176.0,1047.94,0.05,19.25,54.44,20172.82,0.35,1120.71,2.0,12.0,12.0,0.0,22.0,40.0,106.0,70.0,9.0,False
3241,31.0,5.0,5.0,5.0,140.0,809.39,0.07,14.84,54.55,12009.6,0.27,667.2,10.0,9.0,23.0,0.0,18.0,37.0,79.0,61.0,9.0,False
3242,21.0,4.0,1.0,3.0,61.0,310.34,0.1,10.26,30.24,3185.02,0.1,176.95,0.0,3.0,3.0,0.0,15.0,19.0,35.0,26.0,7.0,False
3243,21.0,4.0,1.0,3.0,61.0,310.34,0.1,10.26,30.24,3185.02,0.1,176.95,0.0,3.0,3.0,0.0,15.0,19.0,35.0,26.0,7.0,False
3244,14.0,2.0,1.0,1.0,25.0,97.67,0.09,11.0,8.88,1074.39,0.03,59.69,0.0,0.0,3.0,0.0,10.0,5.0,14.0,11.0,3.0,False
3245,6.0,1.0,1.0,1.0,16.0,57.36,0.29,3.5,16.39,200.76,0.02,11.15,0.0,4.0,0.0,0.0,7.0,5.0,11.0,5.0,1.0,False
3246,29.0,5.0,1.0,2.0,111.0,569.35,0.05,20.78,27.4,11829.84,0.19,657.21,0.0,17.0,6.0,0.0,17.0,18.0,67.0,44.0,9.0,False
3247,18.0,3.0,1.0,1.0,91.0,459.04,0.08,12.89,35.6,5919.2,0.15,328.84,1.0,11.0,8.0,0.0,14.0,19.0,56.0,35.0,5.0,False
3248,55.0,11.0,5.0,8.0,217.0,1311.63,0.04,26.83,48.89,35190.17,0.44,1955.01,0.0,8.0,17.0,0.0,25.0,41.0,129.0,88.0,21.0,False
3249,47.0,3.0,1.0,1.0,150.0,937.19,0.06,15.65,59.87,14671.27,0.31,815.07,0.0,39.0,14.0,0.0,21.0,55.0,68.0,82.0,5.0,False
3250,32.0,6.0,4.0,2.0,95.0,498.55,0.04,22.85,21.82,11393.4,0.17,632.97,2.0,14.0,10.0,0.0,21.0,17.0,58.0,37.0,11.0,False
3251,32.0,3.0,1.0,1.0,538.0,3124.36,0.02,53.2,58.73,166215.79,1.04,9234.21,3.0,13.0,22.0,0.0,16.0,40.0,272.0,266.0,5.0,False
3252,38.0,4.0,1.0,1.0,165.0,911.39,0.04,24.28,37.54,22126.47,0.3,1229.25,0.0,11.0,10.0,0.0,19.0,27.0,96.0,69.0,6.0,False
3253,14.0,2.0,1.0,1.0,56.0,260.06,0.14,7.07,36.78,1838.97,0.09,102.16,0.0,0.0,0.0,0.0,11.0,14.0,38.0,18.0,3.0,False
3254,60.0,5.0,1.0,5.0,331.0,2164.46,0.05,22.12,97.85,47876.6,0.72,2659.81,9.0,14.0,39.0,0.0,26.0,67.0,217.0,114.0,9.0,False
3255,10.0,1.0,1.0,1.0,32.0,125.02,0.16,6.13,20.41,765.75,0.04,42.54,0.0,2.0,5.0,0.0,7.0,8.0,18.0,14.0,1.0,False
